time, SM temperature, SM core voltage, term3, term4, term5, term6, term7, term8, term9, term10, term11, term12, term13, term14, term15, term16, term17, term18, term19, term20, term21, term22, term23, term24, term25, term26, term27, term28, term29, term30, term31, term32, term33, term34, term35, term36, term37, term38, term39, term40, term41, term42, term43, term44, term45, term46, term47, term48, term49, term50, term51, term52, term53, term54, term55, term56, term57, term58, term59, term60, term61, term62, term63, term64, term65, term66, term67, term68, term69, term70, term71, term72, term73, term74, term75, term76, term77, term78, term79, term80, term81, term82, term83, term84, term85, term86, term87, term88, term89, term90, term91, term92, term93, term94, term95, term96, term97, term98, term99, term100, term101, term102, term103, term104, term105, term106, term107, term108, term109, term110, term111, term112, term113, term114, term115, term116, term117, term118, term119, term120, term121, term122, term123, term124, term125, term126,
0.08, 43.80, 1.00, 45706, 45994, 46924, 47150, 47373, 47646, 47618, 48139, 47042, 46941, 47264, 45596, 45827, 46346, 46808, 47291, 48115, 48222, 48210, 47451, 46900, 46501, 47738, 46890, 46420, 47415, 45791, 45603, 47548, 47465, 47858, 47533, 47471, 47323, 47165, 46338, 47678, 47064, 45776, 45290, 47642, 47181, 46707, 46851, 45855, 46158, 47102, 45600, 47611, 47241, 47130, 46097, 46288, 46454, 45574, 47213, 46883, 47587, 47522, 46893, 47282, 47502, 45639, 45679, 46156, 46335, 47441, 47403, 47149, 47235, 46691, 47509, 47027, 47438, 47748, 47469, 46981, 47172, 46905, 45589, 46877, 46535, 45771, 46822, 46807, 47968, 47794, 45596, 45792, 47490, 47210, 47447, 47365, 47024, 47862, 46603, 47053, 46955, 47229, 47453, 46504, 46190, 47212, 48427, 47449, 47240, 45890, 47046, 47120, 47410, 47962, 47484, 46900, 46708, 48239, 49598, 48793, 48198, 48266, 48168, 45909, 0, 0, 0
0.12, 43.31, 1.00, 45706, 45996, 46924, 47151, 47374, 47641, 47609, 48140, 47039, 46942, 47265, 45606, 45824, 46337, 46806, 47281, 48133, 48226, 48206, 47456, 46910, 46504, 47740, 46891, 46421, 47416, 45794, 45604, 47552, 47470, 47865, 47536, 47476, 47328, 47166, 46336, 47684, 47051, 45780, 45291, 47636, 47181, 46710, 46849, 45829, 46155, 47104, 45608, 47612, 47241, 47131, 46100, 46288, 46456, 45579, 47218, 46882, 47585, 47515, 46890, 47282, 47507, 45639, 45679, 46166, 46341, 47435, 47400, 47143, 47226, 46682, 47504, 47025, 47442, 47752, 47473, 46988, 47169, 46911, 45589, 46888, 46540, 45776, 46823, 46808, 47964, 47796, 45589, 45782, 47485, 47207, 47449, 47369, 47014, 47857, 46603, 47048, 46957, 47226, 47450, 46499, 46196, 47218, 48433, 47453, 47243, 45894, 47036, 47116, 47414, 47953, 47474, 46905, 46704, 48233, 49579, 48786, 48194, 48262, 48165, 45920, 0, 0, 0
0.17, 43.80, 1.00, 45705, 45996, 46926, 47149, 47371, 47640, 47621, 48139, 47036, 46945, 47266, 45597, 45824, 46342, 46797, 47291, 48123, 48218, 48210, 47456, 46906, 46499, 47734, 46886, 46424, 47413, 45787, 45596, 47547, 47464, 47857, 47537, 47475, 47328, 47163, 46329, 47683, 47054, 45777, 45290, 47639, 47182, 46708, 46841, 45840, 46152, 47105, 45606, 47607, 47230, 47124, 46091, 46283, 46456, 45582, 47208, 46881, 47596, 47524, 46885, 47264, 47504, 45634, 45687, 46165, 46344, 47430, 47405, 47154, 47232, 46686, 47509, 47022, 47444, 47752, 47470, 46990, 47179, 46912, 45584, 46877, 46538, 45773, 46825, 46810, 47965, 47798, 45588, 45793, 47488, 47206, 47455, 47370, 47019, 47861, 46599, 47055, 46960, 47238, 47448, 46493, 46193, 47221, 48427, 47455, 47245, 45896, 47039, 47115, 47412, 47951, 47483, 46901, 46700, 48232, 49588, 48787, 48192, 48265, 48154, 45914, 0, 0, 0
0.21, 43.31, 1.00, 45704, 45993, 46923, 47148, 47368, 47633, 47624, 48127, 47034, 46939, 47258, 45594, 45816, 46338, 46804, 47284, 48126, 48220, 48203, 47457, 46903, 46497, 47737, 46883, 46425, 47415, 45790, 45604, 47548, 47458, 47848, 47538, 47478, 47325, 47168, 46330, 47681, 47061, 45770, 45289, 47635, 47180, 46710, 46836, 45840, 46155, 47104, 45604, 47611, 47237, 47130, 46091, 46286, 46460, 45583, 47217, 46878, 47581, 47520, 46896, 47281, 47509, 45645, 45680, 46162, 46341, 47433, 47407, 47150, 47237, 46685, 47503, 47023, 47443, 47742, 47476, 46999, 47189, 46914, 45588, 46875, 46539, 45776, 46828, 46816, 47957, 47794, 45591, 45792, 47493, 47203, 47451, 47369, 47020, 47866, 46607, 47046, 46952, 47226, 47451, 46483, 46194, 47218, 48433, 47455, 47245, 45896, 47035, 47118, 47402, 47953, 47479, 46894, 46702, 48224, 49586, 48791, 48194, 48272, 48165, 45919, 0, 0, 0
0.25, 43.80, 1.00, 45704, 46000, 46930, 47154, 47375, 47640, 47620, 48128, 47043, 46942, 47260, 45600, 45820, 46347, 46807, 47296, 48135, 48229, 48213, 47457, 46904, 46499, 47738, 46887, 46426, 47423, 45786, 45601, 47552, 47468, 47853, 47534, 47481, 47326, 47159, 46322, 47680, 47067, 45774, 45288, 47637, 47188, 46709, 46847, 45846, 46151, 47111, 45606, 47603, 47239, 47127, 46103, 46290, 46455, 45580, 47221, 46883, 47591, 47522, 46896, 47292, 47506, 45636, 45677, 46165, 46346, 47445, 47406, 47149, 47231, 46684, 47508, 47029, 47443, 47751, 47474, 46989, 47178, 46910, 45591, 46876, 46541, 45781, 46824, 46811, 47969, 47795, 45592, 45794, 47479, 47200, 47447, 47363, 47019, 47864, 46608, 47050, 46958, 47236, 47449, 46485, 46190, 47216, 48429, 47448, 47246, 45895, 47041, 47120, 47410, 47954, 47481, 46900, 46701, 48226, 49573, 48798, 48192, 48270, 48171, 45921, 0, 0, 0
0.29, 44.30, 1.00, 45702, 45991, 46929, 47152, 47369, 47637, 47616, 48138, 47036, 46942, 47261, 45598, 45823, 46343, 46796, 47290, 48123, 48224, 48212, 47452, 46909, 46498, 47736, 46880, 46423, 47416, 45793, 45600, 47547, 47465, 47851, 47535, 47477, 47333, 47157, 46331, 47677, 47066, 45774, 45282, 47632, 47182, 46709, 46840, 45838, 46151, 47108, 45601, 47608, 47240, 47116, 46100, 46284, 46459, 45576, 47219, 46887, 47592, 47521, 46896, 47281, 47513, 45645, 45687, 46167, 46342, 47442, 47406, 47148, 47225, 46684, 47502, 47021, 47443, 47747, 47476, 46986, 47172, 46904, 45590, 46884, 46532, 45776, 46825, 46811, 47966, 47797, 45596, 45795, 47483, 47202, 47452, 47364, 47025, 47860, 46610, 47051, 46961, 47227, 47455, 46494, 46192, 47219, 48420, 47451, 47245, 45899, 47045, 47120, 47414, 47951, 47477, 46899, 46693, 48230, 49575, 48797, 48189, 48264, 48165, 45919, 0, 0, 0
0.33, 43.80, 1.00, 45705, 45993, 46930, 47150, 47368, 47642, 47614, 48139, 47030, 46939, 47267, 45601, 45828, 46344, 46803, 47298, 48131, 48225, 48215, 47457, 46902, 46493, 47740, 46886, 46409, 47422, 45797, 45594, 47544, 47462, 47847, 47532, 47480, 47342, 47153, 46334, 47682, 47062, 45783, 45288, 47632, 47186, 46711, 46847, 45844, 46151, 47105, 45606, 47601, 47237, 47124, 46098, 46288, 46454, 45582, 47218, 46886, 47592, 47523, 46888, 47283, 47511, 45634, 45681, 46165, 46344, 47438, 47401, 47151, 47232, 46686, 47508, 47025, 47449, 47743, 47475, 46984, 47192, 46907, 45585, 46878, 46539, 45776, 46823, 46804, 47960, 47799, 45584, 45794, 47473, 47194, 47445, 47357, 47024, 47858, 46603, 47051, 46958, 47227, 47447, 46491, 46196, 47220, 48425, 47445, 47245, 45903, 47041, 47122, 47408, 47952, 47479, 46898, 46697, 48228, 49580, 48792, 48200, 48268, 48162, 45907, 0, 0, 0
0.38, 44.30, 1.00, 45691, 45993, 46923, 47144, 47370, 47638, 47612, 48135, 47045, 46939, 47262, 45598, 45822, 46337, 46803, 47293, 48120, 48220, 48219, 47454, 46902, 46503, 47745, 46888, 46419, 47419, 45796, 45592, 47550, 47471, 47855, 47536, 47460, 47331, 47162, 46326, 47677, 47056, 45779, 45279, 47632, 47182, 46699, 46837, 45837, 46148, 47109, 45608, 47608, 47237, 47129, 46095, 46286, 46456, 45587, 47217, 46880, 47591, 47526, 46900, 47288, 47511, 45639, 45680, 46163, 46340, 47435, 47407, 47151, 47236, 46683, 47508, 47025, 47441, 47738, 47476, 46993, 47169, 46906, 45586, 46879, 46537, 45782, 46828, 46805, 47953, 47796, 45596, 45787, 47476, 47201, 47455, 47371, 47019, 47862, 46608, 47053, 46958, 47233, 47457, 46498, 46187, 47220, 48431, 47451, 47249, 45913, 47044, 47123, 47407, 47955, 47476, 46902, 46702, 48227, 49574, 48792, 48204, 48266, 48163, 45915, 0, 0, 0
0.42, 43.80, 1.00, 45703, 45992, 46921, 47148, 47369, 47650, 47611, 48128, 47042, 46934, 47264, 45596, 45821, 46340, 46805, 47291, 48121, 48223, 48200, 47455, 46904, 46498, 47732, 46885, 46425, 47426, 45802, 45597, 47543, 47476, 47858, 47531, 47470, 47330, 47161, 46330, 47671, 47057, 45779, 45274, 47635, 47185, 46704, 46833, 45839, 46153, 47105, 45594, 47607, 47238, 47126, 46104, 46286, 46449, 45584, 47219, 46886, 47586, 47523, 46898, 47279, 47506, 45634, 45688, 46154, 46346, 47441, 47412, 47146, 47230, 46689, 47504, 47029, 47440, 47743, 47475, 46998, 47176, 46903, 45590, 46878, 46540, 45782, 46822, 46803, 47965, 47795, 45592, 45789, 47478, 47204, 47444, 47360, 47014, 47854, 46602, 47051, 46957, 47228, 47453, 46494, 46180, 47221, 48427, 47455, 47244, 45898, 47042, 47119, 47401, 47941, 47475, 46903, 46704, 48227, 49581, 48805, 48189, 48262, 48168, 45917, 0, 0, 0
0.46, 43.31, 1.00, 45685, 45992, 46924, 47145, 47370, 47645, 47617, 48140, 47044, 46941, 47268, 45600, 45819, 46341, 46804, 47293, 48118, 48221, 48210, 47451, 46915, 46496, 47739, 46883, 46421, 47423, 45800, 45594, 47554, 47472, 47860, 47529, 47469, 47329, 47155, 46328, 47667, 47065, 45775, 45284, 47640, 47183, 46709, 46836, 45829, 46158, 47102, 45602, 47607, 47236, 47133, 46100, 46280, 46448, 45581, 47217, 46889, 47588, 47507, 46893, 47284, 47503, 45629, 45681, 46159, 46341, 47435, 47406, 47140, 47228, 46680, 47511, 47030, 47439, 47747, 47469, 46995, 47174, 46899, 45584, 46878, 46533, 45776, 46823, 46800, 47960, 47797, 45590, 45794, 47489, 47206, 47444, 47374, 47017, 47862, 46605, 47054, 46957, 47229, 47455, 46501, 46186, 47216, 48431, 47447, 47248, 45902, 47041, 47126, 47401, 47942, 47482, 46902, 46704, 48227, 49581, 48799, 48189, 48263, 48164, 45901, 0, 0, 0
